Title,Summary,Link,Date,Author,Teams,Article,Outlet
Partey charged with rape and sexual assault,"Former Arsenal footballer Thomas Partey has been charged with five counts of rape and one count of sexual assault, London's Metropolitan Police have said. Partey denies the charges.",https://www.skysports.com/football/news/11095/13392367/thomas-partey-former-arsenal-midfielder-charged-with-rape-and-sexual-assault,"Fri, 04 Jul 2025 14:42:00",,['Arsenal'],"Former Arsenal footballer Thomas Partey has been charged with five counts of rape and one count of sexual assault, London's Metropolitan Police have said. Partey denies the charges.
The charges relate to three women and the offences are reported to have taken place between 2021 and 2022.
He is due to appear at London's Westminster Magistrates' Court on August 5.
Partey, 32, was first arrested in July 2022, though he was not named at the time and continued to play for Arsenal while investigations were ongoing.
In a statement, Partey's lawyer Jenny Wiltshire of Hickman and Rose, said: ""Thomas Partey denies all the charges against him. He has fully cooperated with the police and CPS throughout their three-year investigation. He now welcomes the opportunity to finally clear his name.
""Given that there are now ongoing legal proceedings, my client is unable to comment further.""
The Ghana international spent five seasons at Arsenal after being signed in 2020 for £45m but is now a free agent after his contract expired on Monday. He made 52 appearances for Arsenal last season across all competitions.
In a statement to Sky Sports News, Arsenal said: ""The player's contract ended on June 30. Due to ongoing legal proceedings the club is unable to comment on the case.""
Two counts of rape relate to one woman, three counts of rape relate to a second woman and one count of sexual assault relates to a third woman.
""The charges follow an investigation by detectives, which commenced in February 2022 after police first received a report of rape,"" according to the Met Police statement.
Detective Superintendent Andy Furphy, whose team is leading the investigation, said: ""Our priority remains providing support to the women who have come forward.""
Anyone who has information about the case, or has been impacted by it, is being asked to contact the Met Police.
",SkySports
Man Utd give five players extra time off to find moves away,Alejandro Garnacho and Marcus Rashford are among five Manchester United players that have been given extra time off to explore potential moves away after expressing a desire to leave.,https://www.skysports.com/football/news/11095/13392393/man-utd-marcus-rashford-alejandro-garnacho-among-five-players-given-time-to-explore-moves-away,"Fri, 04 Jul 2025 15:45:00",Dharmesh Sheth,['Manchester United'],"Alejandro Garnacho and Marcus Rashford are among five Manchester United players that have been given extra time off to explore potential moves away after expressing a desire to leave.
Jadon Sancho, Antony and Tyrell Malacia - who, along with Rashford, were away on loan last season - are part of the group that will not be reporting back to Carrington on Monday with the rest of the squad.
Matheus Cunha will take the No 10 shirt from Rashford, who said he wanted a ""new challenge"" before joining Aston Villa for the second half of last season.
One source has told Sky Sports News it has been made clear to both Rashford and Sancho that they do not figure in Ruben Amorim's plans and the pair are keen to pursue opportunities elsewhere.
If the five players' futures are not resolved during this period, they will return to Carrington, where they will continue to have full access to medical and training support.
There have been no official offers for Rashford, who remains keen on joining Barcelona. Any potential move for the 27-year-old could come later in the window after he returned from his loan at Aston Villa.
Sky Sports News has previously reported that Rashford wants to play Champions League football next season, but is not willing to relocate to London. His representatives are also against their client being involved in any part-exchange deal.
Juventus are in ongoing talks with United over the signing of Sancho. Discussions also continue with the forward's representatives over personal terms.
United's asking price is thought to be £25m for Sancho after Chelsea paid a £5m penalty to get out of their obligation to turn his loan deal permanent this summer.
Real Betis want to re-sign Antony after his successful loan spell in the second half of last season but will find it difficult to meet United's asking price.
Como have also shown an interest in Antony, but it is understood the player's preference is a return to Betis. Bayer Leverkusen, coached by Erik ten Hag, have also shown interest in the winger.
United are yet to receive any offers for Garnacho, who has been of interest to Chelsea.
The forward cast doubt over his future after being used as a substitute in the Europa League final and was subsequently left out of United's matchday squad for the final game of the season against Aston Villa.
Malacia spent the second half of last season on loan at PSV Eindhoven after recovering from a long-term knee injury.
Manchester United are expected to go in with an improved offer for Brentford forward Bryan Mbeumo.
Internal discussions at United continue over their next steps regarding their pursuit of the 25-year-old, who effectively has two years left on his deal.
There is a feeling that United's latest proposal - worth an initial £55m, reaching £62.5m with add-ons, is not far away from what Brentford want. However, the structure of the deal will be significant.
Brentford want at least £65m - with most, if not all, of that amount guaranteed.
Mbeumo only wants to join United and Brentford sporting director Phil Giles says the Cameroon international is happy stay if a deal cannot be agreed.
While United's focus is on Mbeumo and potential sales, they are still exploring a deal for a striker.
It is understood Juventus mentioned the sale of Dusan Vlahovic when talks took place over Sancho.
Juventus are desperate to sell Vlahovic - he is on huge wages and has entered the final year of his contract.
Juve are still interested in Napoli striker Victor Osimhen, who was on loan at Galatasaray last season.
Vlahovic is one of a number of strikers United have looked at and they continue to keep an eye on Ollie Watkins' situation at Aston Villa.
From next season, Sky Sports' Premier League coverage will increase from 128 matches to at least 215 games exclusively live.
And 80 per cent of all televised Premier League games next season are on Sky Sports.
",SkySports
Walker completes Burnley medical ahead of Man City exit,Kyle Walker has completed his Burnley medical after the promoted Premier League side agreed a deal with&#160;Manchester City&#160;to sign the defender.,https://www.skysports.com/football/news/11095/13392492/kyle-walker-transfer-burnley-agree-5m-deal-to-sign-man-city-and-england-defender,"Fri, 04 Jul 2025 19:30:00",,['Manchester City'],"Kyle Walker has completed his Burnley medical after the promoted Premier League side agreed a deal with Manchester City to sign the defender.
Sky Sports News understands the deal could be worth £5m and there is confidence that the transfer can be completed in the next few days.
Contract discussions are over a two-year deal. Walker had entered the final year of his contract at City.
He spent last season on loan at AC Milan, making 16 appearances across all competitions, but they didn't take up the option to make the deal permanent.
Walker wasn't part of City's squad for the FIFA Club World Cup, alongside fellow England international Jack Grealish.
Walker knows Burnley boss Scott Parker following their time playing together at Tottenham from 2011 to 2013.
The experienced Premier League defender is in line to become Burnley's fifth new signing of the summer followingMax Weiss, Quilindschy Hartman, Axel Tuanzebe and Loum Tchouana, while loan deals for Bashir Humphreys, Marcus Edwards, Zian Flemming and Jaidon Anthony have been made permanent.
In
Loum Tchaouna - Lazio, £12m
Axel Tuanzebe - Ipswich, free transfer
Quilindschy Hartman - Feyenoord, undisclosed
Bashir Humphrey - Chelsea, undisclosed
Jaidon Anthony - Bournemouth, undisclosed
Marcus Edwards - Sporting CP, undisclosed
Zian Flemming - Millwall, undisclosed
Max Weiss - Karlsruher, £4.2m
Out
Nathan Redmond - released
Jonjo Shelvey - released
CJ Egan-Riley - Marseille, free
From next season, Sky Sports' Premier League coverage will increase from 128 matches to at least 215 games exclusively live.
And 80 per cent of all televised Premier League games next season are on Sky Sports.
",SkySports
Villa and Chelsea fined by UEFA for breaching financial rules,Aston Villa and Chelsea have been fined by UEFA for breaches of its financial rules.,https://www.skysports.com/football/news/11095/13392443/chelsea-and-aston-villa-fined-27m-and-9-5m-respectively-by-uefa-for-breaching-financial-rules,"Fri, 04 Jul 2025 17:10:00",,['Chelsea'],"Aston Villa and Chelsea have been fined by UEFA for breaches of its financial rules.
Chelsea have to pay a total of £27m in fines and could pay up to £52m more if they breach their four-year agreement with the CFCB.
Aston Villa must pay £9.5m in fines and failure to comply with their three-year settlement could lead to a further penalty of up to £13m more.
Both Premier League clubs broke UEFA's football earnings rule and squad cost rule.
Villa and Chelsea had a squad cost ratio (percentage of a club's income spent on the first-team squad) of between 80 and 90 per cent for 2024.
Their fines for this breach - Aston Villa £5.1m and Chelsea £9.4m - are proportionate to the size of the club's squad cost excess. From 2025, the squad cost ratio will be 70 per cent.
Chelsea have to pay £17.2m for their breaches of the football earnings rule and that could rise to more than £69m if they breach the four-year settlement with the CFCB.
Villa were handed an unconditional fine of £4.3m for their breach of the rule and it could rise to £17.2m if they do not comply with the three-year agreement.
Both teams have agreed to a restriction on registering new players for UEFA competitions in the 2025/26 season - unless the value of new signings added to their squads is recouped in sales.
For Chelsea, this measure will also be in place for the 2026/2027 season.
If either of the clubs do not stick to the financial targets set out in the settlement, this restriction could come back into effect in subsequent seasons.
Chelsea have since commented on the matter, where they claimed to have worked ""closely and transparently"" with UEFA regarding the breaches.
The statement read: ""Chelsea FC has entered into a settlement agreement with UEFA concerning a break-even deficit reported by the club under UEFA's Financial Sustainability Regulations covering the financial years 2022/2023 and 2023/2024.
""The club has also agreed to pay a fine as a result of the club's squad cost ratio in the 2024 reporting year being between 80 per cent and 90 per cent.
""The club has worked closely and transparently with UEFA to provide a full and detailed breakdown of its financial reporting, which indicates that the financial performance of the club is on a strong upwards trajectory.
""Chelsea FC greatly values its relationship with UEFA and considered it important to bring this matter to a swift conclusion by entering into a settlement agreement.""
Villa were handed fines of £4.3m (€5m) and £5.2m (€6m) due to their respective violations.
Latest from Sky Sports News' chief reporter Kaveh Solhekol:
""Chelsea have been fined a total of €31m by UEFA for breaking their financial rules. But that fine could go up to €91m, if over the next four years, they do not meet the financial targets set for them by UEFA.
""UEFA were investigating the sale of the two hotels at Stamford Bridge a couple of years ago for £76m. Those hotels were sold from one subsidiary of Chelsea's holding company to another subsidiary.
""That is allowed under Premier League rules but not UEFA rules, that is one reason why they have been fined €20m for breaking UEFA's financial monitoring rules.
""They have also been fined another €11m, which makes it €31m, for breaking the squad cost rules. Those rules say you can only spend a maximum of 80 per cent of your revenue on transfers and players' costs, such as wages and agent fees.
""They found that Chelsea had broken the 80 per cent cap and in fact, Chelsea in the 2024 financial reporting year, spent between 80 and 90 per cent of their revenue on squad costs. That is why they have been fined €11m.
""If over the four years, they step out of line, they could be in line for another fine of up to €60m.""
Sky Sports News' chief reporter Kaveh Solhekol:
""They have been fined a total of €11m and if they miss targets set for them by UEFA, it could increase to a maximum of €26m.
""The €11m fine is made up of a €5m fine for breaking football earnings rules and they will pay an extra €20m if they miss the financial targets set for them by UEFA.
""They have also been fined for breaking UEFA's squad cost rule and their fine is €6m.""
From next season, Sky Sports' Premier League coverage will increase from 128 matches to at least 215 games exclusively live.
And 80 per cent of all televised Premier League games next season are on Sky Sports.
",SkySports
'Perfect night' for Chelsea as 'exciting' Estevao gives glimpse of future,"It was a 'perfect night' for Chelsea as they beat Palmeiras to reach the Club World Cup semi-final, despite new signing Estevao Willian scoring against them.",https://www.bbc.com/sport/football/articles/c70r1d35e1ko,"Sat, 05 Jul 2025 04:04:33",Marcus alves,['Chelsea'],"Estevao Willian could hardly have introduced himself to Chelsea in a better way.
When the 18-year-old Brazilian smashed home an equaliser for Palmeiras against the Blues from an almost impossible angle on Saturday - Chelsea fans could have been forgiven for feeling a little bit excited.
Yes, he had just equalised against their side in the Club World Cup quarter-final but it was also a thrilling glimpse of the talent Chelsea have signed in a deal that could eventually be worth £52m.
A late Palmeiras own goal meant it was ultimately Chelsea looking forward to a semi-final against Fluminense, but Estevao's last game for the Brazilians was certainly a memorable one.
The Blues beat the likes of Bayern Munich, Paris St-Germain and Manchester City to sign the Palmeiras wonderkid last summer - before allowing him to stay in Brazil last season and to play for the Brazilians in this summer's Club World Cup.
And, while they may have been regretting that decision as his direct running and silky skills tormented them in Philadelphia, anyone connected with Chelsea can't fail but to be excited by what they saw.
Chelsea boss Enzo Maresca said: ""Happy because we won and also happy because Estevao scored, the perfect night.
""He is very good, a huge talent, fantastic player. The only thing is when you come from South America or another part of the world is that you need to adapt.
""We are going to help him to adapt, be happy and enjoy football. We have no doubt he will be an important player for Chelsea.""
The forward was a constant threat down Palmeiras's right, had the most touches in Chelsea's box for his side (8), and was awarded man of the match for his display.
Blues midfielder Cole Palmer, who was pictured talking to him after the final whistle, added: ""You can see he is a top player, so it is very exciting.
""I just said we are excited for you to join, but he didn't understand a single word I said.""
Estevao and Palmeiras manager Abel Ferreira were tearful at the post-match press conference as they reflected on their time together.
Ferreira said: ""I spoke before with Maresca and told him 'you bought an amazing player but more than this you bought an amazing person'.
""You need to take care of him. You need to embrace him and in the beginning for sure he will make mistakes. Like you saw today he is an amazing player with a lot of skill. He is a player who can win a game alone.""
Estevao, said: ""Palmeiras opened the door for me. I was deeply happy in Palmeiras and my family knows how happy I was.
""I'm very happy I could score a goal to help my club unfortunately this wasn't the result we wanted but we gave our best on the pitch and now I am moving on.""

'Best Brazilian since Neymar'
Other Brazilian teenagers such as Vinicius Jr and Rodrygo left for Europe at the same age for huge fees.
They've both proved themselves already on the big stages since then. But none of them were as hyped as Estevao when they first moved abroad.
There's a feeling in Brazil that the boy from the countryside of Sao Paulo may be something else, the kind of player that comes along once a decade and seems destined to the very top.
""Estevao is the best player to have emerged from Brazilian football since Neymar. You watch him and you fall in love,"" the head of Palmeiras' academy, Joao Paulo Sampaio, told BBC Sport.
""He already impresses with his technique but, like Neymar at this same point in his career, he has not yet matured physically and is not as strong as Endrick, so he could still develop a lot. That's what amazes everyone and makes them think that he will reach a much higher level.""
Forget about Messinho - his name is Estevao
Estevao is a member of the so-called ""geracao do bilhao"" - a generation of players that also includes Real Madrid's Endrick and West Ham's Luis Guilherme and with whom Palmeiras expected to make 1bn Brazilian Real (around £152m).
All three have been making waves since they were kids - Estevao himself was only 10 the first time Palmeiras tried to lure him to their academy, but failed to match an offer reportedly 10 times higher from Cruzeiro.
He then became the youngest Brazilian footballer to sign a contract with Nike, surpassing Neymar (13) and Rodrygo (11), and was dubbed 'Messinho' (little Messi) for his ability to change direction and dribble past opponents while running with the ball at speed.
It hardly came as a surprise to those who had been following him when Spanish newspaper AS said during the 2023 U-17 World Cup that ""Brazil have a new genius"".
Despite the similarities with Lionel Messi, Estevao has stated he doesn't want to be called 'Messinho' anymore.
It's not only his left foot that leaves others fascinated, but also the mentality he already possesses. Sampaio recalls an episode that illustrated that.
""When we won the 2022 U-17 Brazilian Championship title, Estevao ended up breaking one of his toes during a decisive game,"" he said.
""But even so he still didn't want to leave [the game], so he came to me at half-time saying, 'I'll go back for the second half'. And I challenged him: 'You better go back.' And so he had a painkilling injection in his toe and told me, 'I'll go back, score a goal and look for you in the stands to shush you.' That's how strong he is mentally.""
No concern at all about Chelsea situation
A right winger who can also play as number 10, Estevao has always been treated differently.
He was still five months away from being able to sign his first senior contract at the age of 16 when Palmeiras, in an unusual move, announced they had agreed the terms of it.
His decision to choose Chelsea as the next step in his career has been questioned back home, due to the confusing situation of the English club and their recent record with young Brazilians such as Andrey Santos, Deivid Washington and Angelo Gabriel.
Estevao's staff has told BBC Sport they have no concerns whatsoever about it and added they believe a transfer to West London will give him a chance to break into the team more quickly compared to other clubs.
With the 2026 World Cup as his main goal, the plan is to hit the ground running at Stamford Bridge once he arrives.
""I would say that with Estevao it's not a matter of whether this place is easier or not because he's the kind of player that just goes there and gets things done. When you are an extra-class like him, that's how you do it,"" Sampaio concluded.
",BBC
Former Arsenal midfielder Partey charged with rape,"The ex-Arsenal player is charged with five counts of rape relating to two women, and one count of sexual assault over a third woman.",https://www.bbc.com/news/articles/c39zr7y9ep3o,"Fri, 04 Jul 2025 21:29:51",,['Arsenal'],"Former Arsenal footballer Thomas Partey has been charged with five counts of rape and one count of sexual assault.
The offences are reported to have taken place between 2021-2022, the Metropolitan Police said.
The charges involve three women, with two counts of rape relating to one woman, three counts of rape in connection to a second woman and one count of sexual assault linked to a third woman.
The Ghanaian international denies the charges and ""welcomes the opportunity to finally clear his name"", his lawyer said.

The charges follow an investigation by detectives, which started in February 2022 after police first received a report of rape.
The 32-year-old's contract with Arsenal ended on Monday after playing with the team since 2020.
An Arsenal spokesman said: ""The player's contract ended on June 30. Due to ongoing legal proceedings the club is unable to comment on the case.""
The Football Association and the Premier League declined to comment.
Det Supt Andy Furphy, who is leading the investigation, said: ""Our priority remains providing support to the women who have come forward.
""We would ask anyone who has been impacted by this case, or anyone who has information, to speak with our team. You can contact detectives about this investigation by emailing CIT@met.police.uk""
Mr Partey, of Hertfordshire, is expected to appear at Westminster Magistrates' Court on Tuesday 5 August.
In a statement, his lawyer Jenny Wiltshire said: ""Thomas Partey denies all the charges against him.
""He has fully cooperated with the police and CPS throughout their three-year investigation.
""He now welcomes the opportunity to finally clear his name.
""Given that there are now ongoing legal proceedings, my client is unable to comment further.""
Mr Partey joined Arsenal for £45.3m from Atletico Madrid in October 2020, made 35 top-flight appearances last season and scored four goals as the London club finished second in the Premier League.
He also played 12 times in the Champions League as the Gunners reached the semi-finals before being knocked out by eventual winners Paris St-Germain.
Overall, he made 130 Premier League appearances for Mikel Arteta's side, scoring nine goals.
Mr Partey has also made more than 50 appearances for Ghana's national team, and most recently played at World Cup qualification matches in March.
",BBC
Jota death 'extremely difficult to accept' - Salah,Liverpool postpone the return of some players for pre-season training on Friday following the death of Portugal forward Diogo Jota.,https://www.bbc.com/sport/football/articles/clyn11lyxwdo,"Fri, 04 Jul 2025 19:22:08",Dan Roan,['Liverpool'],"Liverpool forward Mohamed Salah has said it is ""going to be extremely difficult to accept"" the death of fellow Reds player Diogo Jota.
Jota, aged 28, died in a car crash along with his brother Andre Silva, who was 25.
""I am truly lost for words,"" said Salah, who joined Liverpool in the summer of 2017.
""Until yesterday, I never thought there would be something that would frighten me of going back to Liverpool after the break. Team-mates come and go but not like this.
""It's going to be extremely difficult to accept that Diogo won't be there when we go back.
""My thoughts are with his wife, his children, and of course his parents who suddenly lost their children. Those close to Diogo and his brother Andre need all the support they can get. They will never be forgotten.""
The Guardia Civil told BBC Sport both men died at about 00:30 local time on Thursday.
Jota was on his way back to Liverpool for pre-season and, as doctors had advised him against flying because he had undergone minor surgery, he was making the trip by car and ferry.
Doctor Miguel Goncalves, who worked with Jota on his recovery, described him as an ""unparalleled professional"".
He told Portuguese sports newspaper Record: ""I started working with him last Saturday and I was with him every day until this Wednesday. I said goodbye to him at dinner time.
""He made an extraordinary recovery - he was undoubtedly an unparalleled professional. He strictly followed what I told him, as you could see in the way he was recovering.
""He was excited, confident in his recovery and enthusiastic about the next season.""
He married his long-term partner Rute Cardoso, with who he had three children, 11 days before the fatal crash.
Liverpool delay pre-season return
Several Liverpool players were scheduled to return on Friday from their summer break for an initial round of physical tests at the club's training ground.
That was postponed and there will now be a phased return for players on Monday.
Liverpool manager Arne Slot's side are set to play their first pre-season match against Preston North End on Sunday, 13 July.
Former Liverpool goalkeeper Caoimhin Kelleher also paid tribute to ""one of my closest friends in football"".
""We bonded over all things, sports, watching any football match we could find - often your brother Andre's game on your iPad,"" said Kelleher.
""I was surprised a lad from Portugal loved sports such as darts, snooker and horse racing so much and some of my best memories were having a laugh watching them with you.
""It's going hurt for a long time and I'm going miss you so much but I feel so lucky to have got to know you and have such a good friend.""
A vigil for Jota and Silva was held at the Chapel of Resurrection in their hometown of Gondomar later on Friday.
There will be a funeral service at 10:00 on Saturday at the Igreja Matriz de Gondomar.
Portugal and Nottingham Forest midfielder Jota Silva laid a wreath outside the chapel, where a private wake for the brothers' relatives took place on Friday afternoon.
Locals and fans have been paying tribute to Jota outside the football academy in Gondomar where he played from the age of nine to 17.
The academy is named after him and a picture shows Jota wearing both the colours of the Portugal national side and the yellow of his hometown club as a child.
People have also been paying their respects at Liverpool and former club Wolves, who he left in 2020 to join the Reds.
Everton players Beto and Youssef Chermiti, who are both Portuguese, and former Toffees midfielder Ian Snodin laid wreaths in Jota and Silva's memory outside Anfield.
Liverpool have set up a book of condolences in the Anfield Road Stand reception area and an online version of the book has also been made available to be ""accessible to fans across the globe"".
",BBC
Rashford among five to tell Man Utd they want to leave,"Marcus Rashford, Alejandro Garnacho and Jadon Sancho are among five players to have informed Manchester United they want to leave the club.",https://www.bbc.com/sport/football/articles/c0l4kpg6e93o,"Fri, 04 Jul 2025 17:14:59",,['Manchester United'],"Marcus Rashford and Alejandro Garnacho are among five players to have informed Manchester United they want to leave the club.
Antony, Jadon Sancho and Tyrell Malacia are also looking for a move away, with United allowing all five more time to explore their future options by delaying their pre-season return until later this month.
BBC Sport has been told the club will welcome the players back to Carrington if their futures are not resolved, allowing them access to medical and training support.
Rashford had previously indicated a willingness to return for the start of United's pre-season preparations on Monday.
The 27-year-old England forward was exiled by manager Ruben Amorim in December and spent the second half of the season on loan at Aston Villa.
Amorim had also told Garnacho, 21, he will be allowed to join a new club in the summer after the Argentine was left out of the squad for their final game of the Premier League season.
Sancho, meanwhile, returned to Old Trafford after Chelsea paid a £5m penalty not to sign him on a permanent basis following a season on loan at Stamford Bridge.
Brazil winger Antony was on loan at La Liga side Real Betis last season, while defender Malacia spent the second half of the previous campaign at PSV Eindhoven.
United's first pre-season friendly is against Leeds on 19 July in Stockholm before they go to the United States for the Premier League Summer Series friendlies.
Cunha given Rashford's number 10 shirt
Brazil forward Matheus Cunha will wear the number 10 shirt at Old Trafford next season, having completed a £62.5m move from Wolves last month.
Rashford had worn the number since 2018 after inheriting it from former Sweden striker Zlatan Ibrahimovic.
But with the English forward's future uncertain, the club have handed it to Cunha, who has signed a five-year deal, with the option of a further 12 months.
It is understood United made Rashford aware of the decision in advance. The club value him at £40m but are yet to receive any bids for the forward.
In February Amorim said he ""couldn't get Marcus to see the way you're supposed to play football and to train the way I see it"".
Rashford, who has scored 138 goals in 426 senior games during 20 years with United, said last month he would like to play alongside forward Lamine Yamal at Barcelona.
He made 17 appearances for Villa on loan, scoring four goals and providing six assists.
",BBC
Man City defender Walker set to sign for Burnley,Manchester City defender Kyle Walker is close to joining Burnley after passing a medical at the Premier League newcomers.,https://www.bbc.com/sport/football/articles/cp3lv27w8q4o,"Fri, 04 Jul 2025 19:15:52",Shamoon Hafez,['Manchester City'],"Manchester City defender Kyle Walker is close to joining Burnley after passing a medical at the Premier League newcomers.
The 35-year-old England right-back will sign a two-year contract with the Clarets, having spent the second half of the 2024-25 season on loan at Serie A side AC Milan.
The move will end Walker's eight-year stay at City, where he won 17 trophies including six Premier League titles and the 2023 Champions League.
He made 15 appearances for Pep Guardiola's side in the last campaign before joining Milan, who did not activate the option to sign Walker permanently.
His City contract was set to expire next summer.
Walker will link up at Burnley with head coach Scott Parker, who he played alongside at Tottenham during the 2011-12 and 2012-13 seasons.
The defender was part of Thomas Tuchel's England squad during June's international fixtures and won his 96th cap in a 3-1 friendly defeat by Senegal.
Walker will become Burnley's fifth summer signing, with defender Axel Tuanzebe, left-back Quilindschy Hartman, goalkeeper Max Weiss and French winger Loum Tchaouna having already joined Parker's men following their promotion to the Premier League.
",BBC
Who is Chelsea's new teenage signing Atherton?,"BBC Sport assesses the career so far of new teenage Chelsea signing Chris Atherton, the youngest player to play senior football in the United Kingdom.",https://www.bbc.com/sport/football/articles/c873yyxq4xdo,"Fri, 04 Jul 2025 14:33:10",Richard Petrie,['Chelsea'],"It seemed only a matter of time before teenager Chris Atherton would sign for a major club. The 16-year-old forward's dream has come true as Irish Premiership club Glenavon confirmed on Thursday that he has signed for Chelsea.
Atherton made headlines in September 2022 when he became the youngest senior footballer in the United Kingdom at 13 years and 329 years old.
Indeed, he missed out on becoming the youngest senior player in the world by just 10 days, that record being held by Souleymane Mamam, who played for Togo in a World Cup qualifier against Zambia in May 2001 at 13 years and 319 days.
Having joined the Glenavon academy at four years old, the Northern Ireland Under-17 international broke the United Kingdom record when he came on as a second-half substitute for the Lurgan Blues during a 6-0 win over Dollingstown in the BetMcLean Cup.
He was a first-team regular for Glenavon throughout the 2024-25 season, scoring his first Irish Premiership goal against Loughgall in March as his club finished 10th in the 12-team top division in Northern Ireland domestic football.
'My phone started blowing up'
Asked to recall the publicity garnered by his debut appearance for Glenavon in September 2022 when he was handed his senior bow by then manager Gary Hamilton, Atherton said that it was a ""crazy"" period.
""I didn't really know what to do because it was just like out of nowhere,"" he said.
""Before the game I thought it would just be normal, because I was in training with them so I didn't realise it would be that big of a deal.
""It was only really when I walked out getting food after the game, my phone started blowing up with everything. It was everywhere. There were already articles and stuff on it, I didn't expect it to be that big.
""At first I enjoyed it and then it got a bit much. I just kind of turned my phone on silent and looked by it and tried to just focus on my football.""
'He's terrorising defences on his own at 16 years of age'
""One of the most exciting talents I've ever seen in Irish football, north or south,"" Glenavon manager Paddy McLaughlin told BBC Sport NI after the move was confirmed.
""It's how effortless he is running with the ball and past players, and I'm not talking about players in his own age group, I'm talking about senior players playing full-time football in the Irish League.
""He's gliding past them and terrorising defences on his own at 16 years of age. I've never seen it before.
""The only other player I could compare him to, and I don't want to put too much pressure on the young lad, but he's like [former Northern Ireland international] Paddy McCourt at Derry City before he got his move to Celtic.""
McLaughlin, who has coached Atherton since taking over at Mourneview Park in November 2024, appreciates how difficult it will be the make the grade at Chelsea but feels Atherton has ""all the attributes"" to succeed.
""He's got the temperament and he's got the attitude to go to the top. He just needs time because he's got the tools,"" he added.
""He's going to one of the top sides not just in England but in Europe, so I'm sure he'll be well looked after.
""We met the people from Chelsea earlier in the season, they requested to meet us, and they really think highly of him as well, they've a lot of hope for Chris.
""It's all pointing in the right direction but Chris knows there's a long way to go and a lot of hard work, there's a lot of learning and development, but there's no better man for it. He's a class act.""
'He has that air of confidence about him'
Former Northern Ireland international and prolific Irish League goalscorer Gary Hamilton was the Glenavon manager who gave Atherton his debut.
Speaking to BBC Sport NI after the young player broke through at Mourneview Park Hamilton spoke of the attributes Atherton possessed at such a young age.
""He has attracted a lot of interest from across the water and he's just got so much ability and talent.
""He goes away from here and he works hard away from the game as well. He eats right, he sleeps right and does the right things.
""Talent only gets you so far, you need to have the rest of it as well, and he does that.
""Everybody knows when you're a good footballer but he's so humble about it and so quiet off the pitch. Then when he goes onto the pitch he has that air of confidence about him and goes and believes in himself on the football pitch and he delivers.
""The players couldn't believe how good a player he is for his age.""
Making his mark at Euro 2028 announcement
Prodigious talent Atherton was introduced to the international stage when he represented Northern Ireland as a youth ambassador at the announcement in Nyon of the UK and Ireland's successful bid to host Euro 2028 in October 2023.
Speaking at the event, the then 14-year-old said that he would ""dream"" of representing Northern Ireland at the finals of the competition and that attending the announcement was a moment  he would ""remember forever"".
Atherton explained that one of his biggest thrills at the event was speaking to one of his heroes, former Wales international and ex-Tottenham and Real Madrid player Gareth Bale.
""I've had a quick chat with him a couple of photos and stuff, just fantastic. One of my idols growing up and to be alongside him is just special,"" added the Northern Ireland youngster.
Provoking a change in Irish FA rules
The impact of his debut at such a young age provoked the Irish FA to change its own rules at their June 2023 annual general meeting with players now having to be aged 16 by the end of that particular season before they can play senior football.
The Irish FA's rule change meant Atherton could no longer train with Glenavon during the 2023-24 season or even player for the reserves, instead having to restrict his club action to the Lurgan Blues' under-18 side.
But Atherton has got on with his football and continuing development has led to interest from Premier League clubs in addition to earning a place in his country's Under-17 and Victory Shield squads.
",BBC
